m,3m,6m,ytd,y,yy,category
-0.16000,4.23000,6.74000,4.23000,12.02000,6.87000,North American Equity
-1.48000,4.25000,-20.20000,4.25000,10.13000,14.02000,Precious Metals Equity
-1.49000,4.25000,-20.21000,4.25000,10.11000,13.97000,Precious Metals Equity
0.05000,0.13000,0.26000,0.13000,0.51000,0.49000,Canadian Money Market
-0.15000,-1.15000,-5.27000,-1.15000,-0.77000,-1.34000,Canadian Inflation Protected Fixed Income
-2.43000,-8.32000,-11.38000,-8.32000,0.00000,0.00000,Natural Resources Equity
-2.44000,-8.28000,-11.35000,-8.28000,0.00000,0.00000,Natural Resources Equity
3.10000,16.19000,13.31000,16.19000,33.58000,22.78000,Sector Equity
2.83000,16.86000,11.01000,16.86000,28.55000,18.08000,Sector Equity
0.06000,0.58000,-0.09000,0.58000,0.94000,0.87000,Canadian Short Term Fixed Income
0.03000,0.50000,-0.21000,0.50000,0.62000,0.50000,Canadian Short Term Fixed Income
1.53000,9.34000,11.05000,9.34000,20.02000,10.09000,U.S. Equity
1.27000,10.05000,8.77000,10.05000,15.51000,5.91000,U.S. Equity
0.59000,5.89000,11.32000,5.89000,19.39000,9.85000,U.S. Equity
0.20000,4.82000,11.16000,4.82000,18.94000,10.91000,U.S. Equity
0.17000,4.85000,11.21000,4.85000,19.10000,11.12000,U.S. Equity
1.34000,7.00000,9.31000,7.00000,16.53000,8.28000,U.S. Small/Mid Cap Equity
1.47000,7.40000,10.11000,7.40000,18.23000,9.90000,U.S. Small/Mid Cap Equity
1.35000,7.02000,9.34000,7.02000,16.56000,8.34000,U.S. Small/Mid Cap Equity
0.07000,0.20000,0.38000,0.20000,0.67000,0.45000,U.S. Money Market
-0.33000,3.07000,4.56000,3.07000,7.99000,3.76000,Global Neutral Balanced
-0.31000,3.09000,4.61000,3.09000,8.05000,3.83000,Global Neutral Balanced
-0.22000,3.39000,5.14000,3.39000,9.23000,4.94000,Global Neutral Balanced
-0.15000,3.99000,10.08000,3.99000,16.67000,10.37000,U.S. Equity
-0.39000,1.98000,11.73000,1.98000,23.11000,7.32000,U.S. Small/Mid Cap Equity
2.94000,12.53000,11.56000,12.53000,31.14000,6.86000,Emerging Markets Equity
2.74000,5.87000,5.93000,5.87000,7.56000,3.12000,Global Fixed Income
2.00000,6.07000,7.86000,6.07000,14.99000,2.01000,Global Small/Mid Cap Equity
3.63000,5.25000,9.50000,5.25000,10.70000,-0.62000,International Equity
1.57000,4.12000,6.93000,4.12000,16.64000,5.29000,Canadian Focused Equity
-0.44000,0.10000,5.92000,0.10000,13.02000,1.28000,Canadian Focused Equity
-0.03000,1.99000,7.46000,1.99000,20.63000,-3.14000,Canadian Focused Equity
0.84000,2.45000,9.06000,2.45000,22.05000,6.63000,Canadian Dividend & Income Equity
-2.04000,-10.63000,-2.72000,-10.63000,10.29000,-7.86000,Canadian Focused Small/Mid Cap Equity
0.34000,1.68000,6.67000,1.68000,15.19000,5.26000,Canadian Equity Balanced
0.34000,1.69000,6.70000,1.69000,15.25000,5.32000,Canadian Equity Balanced
0.31000,1.59000,6.50000,1.59000,14.80000,4.91000,Canadian Equity Balanced
0.32000,1.62000,6.54000,1.62000,14.90000,5.01000,Canadian Equity Balanced
1.60000,7.25000,0.16000,7.25000,3.26000,0.87000,European Equity
1.11000,6.22000,3.42000,6.22000,10.81000,5.27000,Global Equity
1.20000,6.48000,3.92000,6.48000,11.94000,6.31000,Global Equity
0.62000,7.92000,5.41000,7.92000,8.51000,0.33000,Global Equity Balanced
0.80000,6.96000,6.99000,6.96000,11.35000,3.02000,Global Equity Balanced
0.78000,6.95000,6.97000,6.95000,11.34000,3.01000,Global Equity Balanced
0.64000,7.95000,5.42000,7.95000,8.61000,0.45000,Global Equity Balanced
0.84000,7.54000,7.26000,7.54000,11.79000,6.78000,Global Equity
0.88000,7.66000,7.49000,7.66000,12.24000,7.19000,Global Equity
0.72000,8.69000,5.94000,8.69000,9.26000,4.28000,Global Equity
1.81000,6.96000,5.94000,6.96000,15.21000,7.14000,Global Equity
1.85000,7.09000,6.18000,7.09000,15.72000,7.63000,Global Equity
1.84000,7.06000,6.13000,7.06000,15.62000,7.53000,Global Equity
1.84000,7.06000,6.09000,7.06000,15.48000,7.53000,Global Equity
3.13000,4.87000,12.17000,4.87000,21.89000,5.91000,Global Small/Mid Cap Equity
0.32000,2.57000,6.54000,2.57000,11.77000,5.33000,Canadian Equity Balanced
2.62000,9.82000,1.00000,9.82000,11.95000,4.22000,International Equity
-0.02000,1.98000,5.51000,1.98000,11.95000,4.16000,Canadian Equity Balanced
2.10000,9.31000,10.84000,9.31000,12.45000,2.73000,U.S. Equity
2.27000,8.29000,12.38000,8.29000,15.19000,5.40000,U.S. Equity
2.13000,2.71000,13.18000,2.71000,20.58000,3.85000,U.S. Small/Mid Cap Equity
3.07000,2.09000,8.07000,2.09000,13.92000,7.12000,Canadian Equity
0.10000,0.34000,7.42000,0.34000,24.33000,8.38000,Canadian Focused Small/Mid Cap Equity
1.38000,2.05000,9.14000,2.05000,19.24000,5.40000,Canadian Focused Equity
0.27000,1.52000,-0.26000,1.52000,5.00000,2.59000,Canadian Fixed Income
0.07000,1.62000,1.04000,1.62000,8.35000,1.51000,Global Fixed Income Balanced
0.37000,0.72000,-5.67000,0.72000,-0.80000,3.64000,Global Fixed Income
4.60000,12.40000,14.74000,12.40000,22.14000,15.07000,International Equity
2.00000,6.39000,8.55000,6.39000,21.22000,7.95000,International Equity
-0.90000,3.25000,12.27000,3.25000,23.78000,8.09000,U.S. Small/Mid Cap Equity
0.25000,5.78000,11.72000,5.78000,19.03000,7.79000,U.S. Equity
-1.26000,-1.64000,0.81000,-1.64000,3.28000,-1.50000,Alternative Strategies
-4.98000,0.44000,17.72000,0.44000,38.90000,11.48000,Alternative Strategies
1.10000,2.39000,6.14000,2.39000,12.80000,4.79000,Canadian Equity Balanced
-1.33000,-2.31000,5.61000,-2.31000,15.66000,3.33000,North American Equity
0.22000,-2.94000,1.67000,-2.94000,8.70000,1.18000,Miscellaneous - Other
1.65000,7.98000,4.49000,7.98000,12.49000,4.54000,Global Equity
1.90000,7.05000,6.02000,7.05000,15.27000,7.21000,Global Equity
1.85000,7.06000,6.11000,7.06000,15.56000,7.48000,Global Equity
1.68000,8.08000,4.63000,8.08000,12.75000,4.93000,Global Equity
0.25000,2.37000,6.15000,2.37000,10.92000,4.56000,Canadian Equity Balanced
2.77000,8.78000,2.40000,8.78000,14.66000,6.81000,International Equity
-3.81000,-12.66000,-7.61000,-12.66000,23.74000,-3.51000,Natural Resources Equity
2.26000,8.28000,12.38000,8.28000,15.17000,5.28000,U.S. Equity
2.31000,8.42000,12.65000,8.42000,15.73000,5.79000,U.S. Equity
2.11000,9.32000,10.84000,9.32000,12.47000,2.84000,U.S. Equity
1.97000,3.69000,11.63000,3.69000,17.73000,1.33000,U.S. Small/Mid Cap Equity
0.10000,0.32000,7.30000,0.32000,23.88000,8.23000,Canadian Focused Small/Mid Cap Equity
1.37000,1.99000,9.04000,1.99000,18.97000,5.26000,Canadian Focused Equity
0.25000,1.47000,-0.25000,1.47000,4.81000,2.52000,Canadian Fixed Income
3.67000,10.22000,8.92000,10.22000,20.51000,2.44000,Emerging Markets Equity
0.05000,1.58000,1.13000,1.58000,8.77000,1.46000,Global Fixed Income Balanced
0.41000,0.75000,-5.70000,0.75000,-0.67000,3.73000,Global Fixed Income
1.96000,6.25000,8.39000,6.25000,20.66000,7.68000,International Equity
-1.42000,1.81000,-1.48000,1.81000,5.12000,5.32000,Real Estate Equity
0.24000,5.66000,11.49000,5.66000,18.64000,7.69000,U.S. Equity
-1.17000,-1.37000,1.39000,-1.37000,4.47000,-0.38000,Alternative Strategies
-1.17000,-1.37000,1.39000,-1.37000,4.47000,-0.39000,Alternative Strategies
-2.93000,3.73000,23.97000,3.73000,47.98000,13.48000,Global Small/Mid Cap Equity
0.64000,1.87000,9.70000,1.87000,17.20000,7.32000,Canadian Dividend & Income Equity
-0.54000,-0.42000,3.42000,-0.42000,10.59000,5.42000,Global Fixed Income Balanced
3.52000,12.36000,5.23000,12.36000,18.52000,2.13000,Emerging Markets Equity
